NEEM ion concentration data in 10 yr resolution,,,,,,
"Reference: Schüpbach et al., Greenland records of aerosol source and atmospheric lifetime changes from the Eemian to the Holocene, Nature Communications, 2018",,,,,,
"further reference: Rasmussen et al., A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Climate of the Past 9, 2713–2730, doi:10.5194/cp-9-2713-2013 (2013).",,,,,,
,,,,,,
NEEM continuous Methane Concentration Data,,,,,,
"Reference: Chappellaz et al., High resolution glacial and delacial record of atmospheric methane by continuous-flow and laser spectrometer analysis along the NEEM ice core.  EGU Climate of the Past, 2013.",,,,,,
,,,,,,
NEEM Ca2+ (dust),,,,NEEM Methane,,
ageGICC05_mid (yr BP),depth_mid (m),Ca (ng/g),,Age (b2k),Depth (m),RawMethaneMean (ppbv)
28040.0091,1644.1518,474.17,,33882.5332,1716.9957,412.24
28049.9909,1644.2433,403.32,,33898.8457,1717.1214,412.24
28059.9727,1644.3348,535.06,,NaN,NaN,NaN
28069.9835,1644.4265,403.24,,33914.4677,1717.2391,408.37
28080.0231,1644.5180,342.88,,33940.4729,1717.4351,408.37
28090.0336,1644.6085,490.50,,33940.4729,1717.4351,407.56
28100.0155,1644.6985,474.90,,33966.4782,1717.631,407.56
28109.9973,1644.7885,381.38,,NaN,NaN,NaN
28119.9791,1644.8785,388.76,,34023.2305,1718.0477,414.95
28129.9882,1644.9688,355.53,,34054.635,1718.2801,414.95
28140.0032,1645.0595,298.05,,34054.635,1718.2801,411.95
28149.9909,1645.1508,323.14,,34085.4857,1718.5126,411.95
28160.0000,1645.2425,341.18,,34085.4857,1718.5126,411.72
28170.0091,1645.3343,408.21,,34116.3364,1718.745,411.72
28179.9909,1645.4258,371.58,,NaN,NaN,NaN
28190.0246,1645.5178,421.75,,34182.272,1719.1878,414.3
28200.0337,1645.6120,412.54,,34212.6861,1719.4075,414.3
28210.0000,1645.7100,415.68,,34212.6861,1719.4075,413.47
28220.0000,1645.8100,462.88,,34240.6521,1719.6273,413.47
28230.0000,1645.9100,531.35,,34240.6521,1719.6273,411.97
28240.0250,1646.0103,433.06,,34268.6182,1719.847,411.97
28249.9953,1646.1095,500.57,,NaN,NaN,NaN
28259.9540,1646.2063,572.31,,34310.5113,1720.1671,422.94
28269.9764,1646.3015,411.16,,34343.2281,1720.4166,422.94
28279.9945,1646.3965,397.39,,NaN,NaN,NaN
28290.0127,1646.4915,535.59,,34359.6063,1720.5383,426.69
28300.0309,1646.5865,596.03,,34374.2327,1720.647,426.69
28310.0235,1646.6810,368.21,,NaN,NaN,NaN
28319.9935,1646.7745,420.22,,34474.0078,1721.377,434.21
28329.9950,1646.8678,589.11,,34503.4328,1721.5977,434.21
28340.0250,1646.9613,542.13,,34503.4328,1721.5977,434.87
28350.0282,1647.0545,507.26,,34531.5164,1721.8183,434.87
28360.0045,1647.1475,485.66,,34531.5164,1721.8183,434.89
28370.0333,1647.2440,677.01,,34559.6,1722.039,434.89
28380.0379,1647.3475,420.44,,NaN,NaN,NaN
28389.9859,1647.4548,351.56,,34596.9287,1722.3406,446.93
28399.9773,1647.5625,675.19,,34621.7611,1722.5415,446.93
28409.9918,1647.6705,367.21,,34621.7611,1722.5415,437.61
28419.9579,1647.7768,492.45,,34642.9713,1722.7423,437.61
28429.9333,1647.8793,407.81,,34642.9713,1722.7423,440.18
28439.9750,1647.9798,400.07,,34662.6911,1722.9432,440.18
28450.0000,1648.0800,316.50,,34662.6911,1722.9432,454.14
28459.9750,1648.1798,335.16,,34682.4109,1723.144,454.14
28470.0064,1648.2803,300.83,,NaN,NaN,NaN
28480.0418,1648.3838,353.03,,34704.0956,1723.4022,492.8
28490.0282,1648.4905,243.39,,34721.6962,1723.6127,492.8
28500.0195,1648.5983,377.73,,34721.6962,1723.6127,495.34
28509.9877,1648.7058,327.64,,34738.8492,1723.8231,495.34
28520.0534,1648.8145,307.51,,34738.8492,1723.8231,507.56
28530.0874,1648.9288,294.59,,34755.6846,1724.0336,507.56
28540.0400,1649.0505,216.69,,34755.6846,1724.0336,520.79
28550.0400,1649.1755,155.50,,34772.52,1724.244,520.79
28560.0400,1649.3005,151.56,,NaN,NaN,NaN
28570.1088,1649.4310,115.97,,34798.4156,1724.5412,530.55
28580.1015,1649.5740,88.20,,34815.5327,1724.7374,530.55
28590.0164,1649.7253,87.08,,34815.5327,1724.7374,519.9
28600.0375,1649.8785,97.68,,34832.1643,1724.9335,519.9
28610.0288,1650.0360,78.86,,34832.1643,1724.9335,512.29
28619.9850,1650.1998,107.50,,34848.5682,1725.1296,512.29
28629.9900,1650.3665,93.56,,NaN,NaN,NaN
28639.9944,1650.5323,73.50,,34857.8217,1725.2403,503.51
28649.9953,1650.6955,62.70,,34865.9127,1725.337,503.51
28660.0091,1650.8575,70.10,,NaN,NaN,NaN
28670.0897,1651.0220,65.39,,34892.6756,1725.703,503.39
28680.0860,1651.1945,67.73,,34906.2567,1725.8898,503.39
28690.0136,1651.3753,55.30,,34906.2567,1725.8898,498.55
28699.9543,1651.5565,78.70,,34919.8378,1726.0765,498.55
28709.9552,1651.7315,70.06,,34919.8378,1726.0765,497.75
28720.0150,1651.9003,81.53,,34933.4189,1726.2633,497.75
28730.0745,1652.0683,72.51,,34933.4189,1726.2633,499.85
28740.0695,1652.2453,69.38,,34947,1726.45,499.85
28750.0018,1652.4358,67.57,,NaN,NaN,NaN
28759.9807,1652.6315,90.01,,34970.6939,1726.812,507.12
28769.9739,1652.8248,56.35,,34989.0238,1727.0947,507.12
28779.9991,1653.0155,78.36,,NaN,NaN,NaN
28790.0041,1653.2053,71.95,,34996.0531,1727.2051,501.06
28799.9959,1653.3948,81.00,,35006.7084,1727.3726,501.06
28810.0009,1653.5845,75.61,,35006.7084,1727.3726,501.31
28819.8389,1653.7675,70.13,,35017.3636,1727.54,501.31
28829.8267,1653.9323,80.85,,NaN,NaN,NaN
28839.9945,1654.0815,94.18,,35044.3953,1728.0037,510.8
28850.0127,1654.2265,158.17,,35056.0244,1728.2104,510.8
28859.8803,1654.3635,207.70,,35056.0244,1728.2104,512.19
28869.8694,1654.4828,262.26,,35067.3031,1728.4172,512.19
28880.0109,1654.5905,261.94,,35067.3031,1728.4172,513.19
28890.0091,1654.6963,317.41,,35078.5818,1728.624,513.19
28899.9836,1654.8018,270.47,,NaN,NaN,NaN
28909.9151,1654.9060,362.50,,35101.9456,1729.0662,523.56
28919.9224,1655.0068,329.17,,35114.3997,1729.2928,523.56
28929.9859,1655.1043,261.23,,35114.3997,1729.2928,523.75
28939.9868,1655.2008,393.68,,35127.5835,1729.5194,523.75
28949.9877,1655.2973,438.11,,35127.5835,1729.5194,525.19
28959.9886,1655.3938,349.32,,35140.7673,1729.746,525.19
28969.9868,1655.4893,321.67,,NaN,NaN,NaN
28980.0013,1655.5825,412.10,,35161.6678,1730.1289,526.18
28990.0091,1655.6743,398.53,,35174.0667,1730.3625,526.18
28999.9909,1655.7658,333.99,,NaN,NaN,NaN
29010.0000,1655.8575,308.12,,35179.5536,1730.4742,520.91
29020.0091,1655.9493,405.00,,35187.3041,1730.6321,520.91
29029.9529,1656.0388,531.47,,35187.3041,1730.6321,518.16
29039.9429,1656.1245,364.96,,35195.0545,1730.79,518.16
29049.9900,1656.2083,463.87,,NaN,NaN,NaN
29059.9800,1656.2915,371.12,,35217.8803,1731.227,508.19
29069.9700,1656.3748,427.73,,35229.8219,1731.4597,508.19
29079.9900,1656.4583,511.10,,35229.8219,1731.4597,504.38
29090.0460,1656.5423,379.47,,35240.82,1731.6923,504.38
29100.0551,1656.6290,238.47,,35240.82,1731.6923,505.01
29110.0091,1656.7193,314.45,,35251.8182,1731.925,505.01
29119.9909,1656.8108,317.32,,NaN,NaN,NaN
29130.0000,1656.9025,448.40,,35267.6792,1732.317,516.24
29140.0091,1656.9943,383.40,,35274.8794,1732.497,516.24
29149.9742,1657.0855,460.03,,35274.8794,1732.497,514
29159.9832,1657.1755,379.10,,35284.0104,1732.677,514
29170.0009,1657.2635,435.49,,35284.0104,1732.677,513.95
29179.9950,1657.3508,512.06,,35293.1743,1732.857,513.95
29190.0177,1657.4383,430.35,,35293.1743,1732.857,514.19
29200.0118,1657.5255,487.50,,35302.3382,1733.037,514.19
29210.0059,1657.6128,443.09,,NaN,NaN,NaN
29220.0177,1657.7013,510.80,,35324.8554,1733.4256,517.36
29230.0091,1657.7918,337.62,,35336.2104,1733.6222,517.36
29240.0182,1657.8835,449.32,,NaN,NaN,NaN
29250.0273,1657.9753,546.90,,35347.6387,1733.8317,511.44
29260.0091,1658.0668,511.44,,35356.0194,1733.9854,511.44
29270.0182,1658.1585,391.20,,35356.0194,1733.9854,511.05
29280.0273,1658.2503,468.25,,35364.4,1734.139,511.05
29290.0091,1658.3418,488.95,,NaN,NaN,NaN
29299.9909,1658.4333,503.27,,35383.8669,1734.4552,518.57
29309.9727,1658.5248,532.03,,35395.9956,1734.6514,518.57
29319.9818,1658.6165,560.96,,35395.9956,1734.6514,511.06
29330.0182,1658.7085,534.80,,35408.6611,1734.8476,511.06
29340.0382,1658.7993,448.70,,35408.6611,1734.8476,501.34
29350.0227,1658.8875,495.13,,35421.5033,1735.0438,501.34
29359.9882,1658.9745,403.16,,35421.5033,1735.0438,492.44
29369.9823,1659.0618,449.05,,35434.3455,1735.24,492.44
29380.0050,1659.1493,454.12,,NaN,NaN,NaN
29389.9991,1659.2365,381.71,,35471.5233,1735.6774,428.42
29399.9094,1659.3220,594.96,,35492.6439,1735.9009,428.42
29409.9003,1659.4040,639.55,,35492.6439,1735.9009,417.13
29419.9909,1659.4835,473.83,,35516.2165,1736.1245,417.13
29430.0136,1659.5623,665.46,,35516.2165,1736.1245,410.36
29440.0045,1659.6408,657.94,,35539.7891,1736.348,410.36
29449.9955,1659.7193,484.05,,NaN,NaN,NaN
29459.9864,1659.7978,681.23,,35590.45,1736.7975,406.26
29470.0667,1659.8783,482.98,,35612.1452,1737.0053,406.26
29480.0785,1659.9630,572.49,,NaN,NaN,NaN
29489.9936,1660.0508,472.05,,35625.1253,1737.14,405.4
29499.9982,1660.1395,520.94,,35653.94,1737.439,405.4
29510.0027,1660.2283,482.87,,NaN,NaN,NaN
29519.9791,1660.3168,615.39,,35704.6072,1737.9124,414.75
29529.9909,1660.4058,659.23,,35728.1991,1738.124,414.75
29539.9982,1660.4960,579.45,,35728.1991,1738.124,413.51
29550.0000,1660.5875,697.56,,35752.4277,1738.3355,413.51
29560.0091,1660.6793,652.83,,35752.4277,1738.3355,413.68
29569.9909,1660.7708,668.13,,35776.6564,1738.547,413.68
29580.0000,1660.8625,721.13,,NaN,NaN,NaN
29589.9540,1660.9533,549.95,,35827.3805,1738.9898,418.24
29599.9549,1661.0408,593.56,,35852.5335,1739.2029,418.24
29610.0300,1661.1253,400.01,,35852.5335,1739.2029,414.39
29620.0200,1661.2085,736.89,,35878.4876,1739.4159,414.39
29629.9800,1661.2915,1004.00,,35878.4876,1739.4159,416.89
29639.9700,1661.3748,619.03,,35904.4418,1739.629,416.89
29649.9900,1661.4583,628.86,,NaN,NaN,NaN
29659.9994,1661.5428,547.09,,35965.0555,1740.1062,420.6
29669.9885,1661.6298,786.48,,35986.807,1740.276,420.6
29679.9945,1661.7185,607.94,,NaN,NaN,NaN
29689.9991,1661.8073,655.03,,36007.5829,1740.4369,421.11
29699.9755,1661.8958,436.43,,36027.2751,1740.5895,421.11
29709.9800,1661.9845,392.88,,36027.2751,1740.5895,421.7
29720.0275,1662.0740,441.71,,36046.9673,1740.742,421.7
29730.0294,1662.1645,480.00,,NaN,NaN,NaN
29739.9909,1662.2558,565.48,,36094.4348,1741.1429,426.05
29750.0000,1662.3475,515.96,,36122.0072,1741.3739,426.05
29760.0091,1662.4393,425.27,,36122.0072,1741.3739,425.47
29769.9909,1662.5308,546.41,,36150.1509,1741.605,425.47
29780.0118,1662.6230,532.94,,36150.1509,1741.605,428.42
29790.0318,1662.7168,585.42,,36178.2945,1741.836,428.42
29800.0309,1662.8115,501.81,,NaN,NaN,NaN
29810.0227,1662.9063,565.74,,36240.1486,1742.2911,437.21
29819.9882,1663.0008,561.71,,36269.8264,1742.5087,437.21
29829.9800,1663.0955,572.33,,36269.8264,1742.5087,438.01
29839.9923,1663.1895,566.39,,36299.5041,1742.7264,438.01
29850.0127,1663.2813,620.44,,36299.5041,1742.7264,438.91
29860.0209,1663.3715,511.58,,36329.1818,1742.944,438.91
29870.0027,1663.4615,529.18,,NaN,NaN,NaN
29879.9845,1663.5515,544.47,,36385.9788,1743.3551,448.31
29889.9664,1663.6415,531.32,,36410.634,1743.5364,448.31
29900.0008,1663.7330,595.95,,NaN,NaN,NaN
29910.0253,1663.8275,576.52,,36429.5365,1743.6849,452.23
29920.0068,1663.9238,497.74,,36451.1774,1743.855,452.23
29930.0077,1664.0203,500.04,,36451.1774,1743.855,453.6
29940.0086,1664.1168,480.38,,36472.8182,1744.025,453.6
29949.9854,1664.2130,683.01,,NaN,NaN,NaN
29959.9681,1664.3070,661.92,,36515.8744,1744.3981,469.15
29969.9909,1664.3975,550.50,,36544.17,1744.6517,469.15
29979.9955,1664.4863,453.86,,NaN,NaN,NaN
29989.9718,1664.5748,400.78,,36565.036,1744.8604,483.7
29999.9764,1664.6635,468.69,,36592.1,1745.131,483.7
30010.0091,1664.7525,637.83,,NaN,NaN,NaN
30019.9943,1664.8400,509.94,,36628.8782,1745.5337,506.24
30029.9716,1664.9248,380.40,,36644.8778,1745.7115,506.24
30039.9900,1665.0083,485.03,,36644.8778,1745.7115,505.25
30050.0100,1665.0918,367.98,,36658.4579,1745.8893,505.25
30060.0300,1665.1753,576.37,,36658.4579,1745.8893,502.12
30070.0200,1665.2585,650.63,,36672.0381,1746.0672,502.12
30080.0287,1665.3420,499.14,,36672.0381,1746.0672,502.08
30090.0378,1665.4270,485.75,,36685.6182,1746.245,502.08
30100.0009,1665.5135,531.92,,NaN,NaN,NaN
30109.9950,1665.6008,482.97,,36717.5998,1746.6739,512.36
30120.0177,1665.6883,563.58,,36736.3265,1746.9006,512.36
30130.0118,1665.7755,511.64,,36736.3265,1746.9006,511.02
30140.0059,1665.8628,893.10,,36757.3459,1747.1273,511.02
30150.0123,1665.9485,533.52,,NaN,NaN,NaN
30159.9836,1666.0308,802.14,,36768.7356,1747.2501,505.34
30169.9673,1666.1115,647.48,,36774.7545,1747.315,505.34
30179.9818,1666.1925,571.16,,NaN,NaN,NaN
30189.9964,1666.2735,551.46,,36813.4484,1747.7562,503.83
30200.0109,1666.3545,645.54,,36823.8033,1747.8748,503.83
30210.0462,1666.4358,640.78,,NaN,NaN,NaN
30220.0316,1666.5193,475.07,,36833.4134,1747.9728,497.06
30230.0055,1666.6065,552.99,,36854.0412,1748.1754,497.06
30240.0100,1666.6953,566.59,,36854.0412,1748.1754,491
30249.9864,1666.7838,593.65,,36874.6691,1748.378,491
30259.9909,1666.8725,641.02,,NaN,NaN,NaN
30270.0236,1666.9615,609.85,,36930.3066,1748.9081,497.9
30280.0477,1667.0488,560.70,,36951.2249,1749.1211,497.9
30290.0500,1667.1325,414.39,,36951.2249,1749.1211,504.62
30300.0391,1667.2145,572.62,,36970.9734,1749.334,504.62
30310.0282,1667.2965,611.43,,36970.9734,1749.334,507.53
30320.0173,1667.3785,397.84,,36990.7218,1749.547,507.53
30330.0064,1667.4605,471.14,,NaN,NaN,NaN
30339.9254,1667.5418,403.14,,37034.2443,1750.0561,520.96
30349.9135,1667.6203,659.19,,37050.673,1750.2515,520.96
30359.9886,1667.6953,541.72,,37050.673,1750.2515,525.14
30369.9773,1667.7685,324.23,,37067.0218,1750.447,525.14
30379.9659,1667.8418,463.53,,NaN,NaN,NaN
30389.9886,1667.9153,415.91,,37116.1962,1751.0819,531.32
30400.0114,1667.9888,506.61,,37131.7202,1751.2973,531.32
30410.0341,1668.0623,428.92,,37131.7202,1751.2973,540.57
30420.1155,1668.1393,338.59,,37146.6001,1751.5126,540.57
30430.1110,1668.2245,384.84,,37146.6001,1751.5126,544.09
30440.0273,1668.3153,309.32,,37161.48,1751.728,544.09
30450.0091,1668.4068,367.66,,NaN,NaN,NaN
30460.0182,1668.4985,444.05,,37187.9231,1752.1015,555.01
30470.0273,1668.5903,348.23,,37201.1214,1752.2876,555.01
30480.0085,1668.6823,443.71,,37201.1214,1752.2876,553.56
30489.9849,1668.7758,383.64,,37212.7403,1752.4737,553.56
30499.9800,1668.8705,354.47,,37212.7403,1752.4737,552.34
30509.9982,1668.9655,290.66,,37224.2465,1752.6599,552.34
30520.0164,1669.0605,296.76,,37224.2465,1752.6599,551.63
30530.0345,1669.1555,361.62,,37235.7527,1752.846,551.63
30540.0255,1669.2520,407.91,,NaN,NaN,NaN
30549.9900,1669.3518,211.79,,37270.4591,1753.3915,550.22
30559.9800,1669.4535,197.91,,37282.683,1753.5737,550.22
30569.9945,1669.5555,249.62,,37282.683,1753.5737,550.25
30580.0091,1669.6575,197.30,,37294.9379,1753.7558,550.25
30590.0236,1669.7595,183.17,,37294.9379,1753.7558,547.95
30600.0136,1669.8613,243.87,,37307.1927,1753.938,547.95
30609.9791,1669.9628,143.41,,NaN,NaN,NaN
30619.9691,1670.0645,162.60,,37331.7601,1754.3032,552.86
30629.9836,1670.1665,191.73,,37346.7986,1754.5291,552.86
30640.0905,1670.2698,153.79,,37346.7986,1754.5291,544.07
30650.0937,1670.3808,165.49,,37360.7636,1754.755,544.07
30660.0009,1670.5035,125.55,,NaN,NaN,NaN
30670.0082,1670.6315,101.80,,37368.4625,1754.8795,543.31
30680.0155,1670.7595,137.74,,37377.4545,1755.025,543.31
30689.9977,1670.8855,141.33,,NaN,NaN,NaN
30699.9927,1671.0075,148.93,,37412.8711,1755.5823,547.65
30710.0064,1671.1273,164.56,,37423.5916,1755.7702,547.65
30720.0009,1671.2468,149.43,,37423.5916,1755.7702,546.89
30729.9353,1671.3653,182.94,,37434.1831,1755.9581,546.89
30739.9308,1671.4793,204.95,,37434.1831,1755.9581,547.77
30750.0000,1671.5875,279.68,,37444.7745,1756.146,547.77
30760.0218,1671.6935,353.75,,NaN,NaN,NaN
30770.0200,1671.7993,275.29,,37471.5326,1756.5922,547.54
30779.9955,1671.9048,261.06,,37480.5734,1756.7442,547.54
30790.0109,1672.0095,303.50,,NaN,NaN,NaN
30800.0209,1672.1123,322.84,,37487.8054,1756.8685,545.77
30809.9864,1672.2138,310.04,,37498.3791,1757.0503,545.77
30819.9764,1672.3155,231.91,,37498.3791,1757.0503,547.3
30829.9909,1672.4175,336.08,,37508.9527,1757.232,547.3
30839.9707,1672.5185,304.84,,NaN,NaN,NaN
30849.9825,1672.6173,212.83,,37533.5082,1757.6303,540.95
30860.0223,1672.7143,234.62,,37543.005,1757.7839,540.95
30870.0232,1672.8108,340.92,,37543.005,1757.7839,536.51
30880.0241,1672.9073,373.80,,37553.252,1757.9375,536.51
30890.0250,1673.0038,291.72,,NaN,NaN,NaN
30900.0218,1673.0990,332.52,,37566.6702,1758.137,532.69
30910.0091,1673.1918,402.94,,37580.5291,1758.343,532.69
30920.0182,1673.2835,288.47,,NaN,NaN,NaN
30930.0273,1673.3753,395.21,,37607.8156,1758.8258,537.02
30940.0091,1673.4668,449.17,,37619.6562,1759.017,537.02
30950.0182,1673.5585,426.79,,NaN,NaN,NaN
30960.0314,1673.6515,500.50,,37629.6099,1759.169,538.16
30970.0009,1673.7465,345.56,,37646.6255,1759.429,538.16
30979.9759,1673.8428,330.22,,NaN,NaN,NaN
30989.9768,1673.9393,333.17,,37669.7669,1759.8628,552.5
30999.9777,1674.0358,329.16,,37681.4909,1760.0882,552.5
31010.0005,1674.1325,391.52,,37681.4909,1760.0882,546.93
31020.0077,1674.2298,326.12,,37692.9654,1760.3136,546.93
31029.9818,1674.3275,248.99,,37692.9654,1760.3136,542.29
31039.9855,1674.4258,308.15,,37704.44,1760.539,542.29
31050.0145,1674.5243,350.96,,NaN,NaN,NaN
31060.0182,1674.6225,345.13,,37723.2879,1760.8968,538.8
31069.9873,1674.7200,321.59,,37733.1632,1761.0841,538.8
31079.9946,1674.8163,414.74,,37733.1632,1761.0841,535.29
31090.0309,1674.9115,356.87,,37742.7268,1761.2714,535.29
31100.0227,1675.0063,336.49,,37742.7268,1761.2714,537.2
31109.9882,1675.1008,366.71,,37752.2616,1761.4587,537.2
31119.9800,1675.1955,364.34,,37752.2616,1761.4587,537.77
31129.9691,1675.2890,564.71,,37761.7964,1761.646,537.77
31139.9637,1675.3795,440.26,,NaN,NaN,NaN
31149.9945,1675.4685,326.12,,37785.4804,1762.1467,540.4
31159.9991,1675.5573,348.27,,37798.2682,1762.4259,540.4
31169.9755,1675.6458,453.76,,NaN,NaN,NaN
31179.9800,1675.7345,327.55,,37803.4941,1762.5409,539.19
31190.0435,1675.8248,323.61,,37812,1762.728,539.19
31200.0562,1675.9183,318.47,,NaN,NaN,NaN
31210.0223,1676.0143,333.59,,37834.8013,1763.1782,537.65
31220.0232,1676.1108,332.15,,37845.9169,1763.4002,537.65
31230.0241,1676.2073,282.51,,37845.9169,1763.4002,533.86
31240.0250,1676.3038,315.25,,37856.8112,1763.6221,533.86
31250.0209,1676.3983,341.35,,37856.8112,1763.6221,531.97
31260.0045,1676.4888,326.25,,37867.7055,1763.844,531.97
31270.0091,1676.5775,332.82,,NaN,NaN,NaN
31280.0136,1676.6663,387.95,,37887.5233,1764.2974,546.48
31289.9900,1676.7548,295.07,,37897.1488,1764.5133,546.48
31299.9945,1676.8435,268.26,,37897.1488,1764.5133,541.83
31310.0297,1676.9330,336.44,,37906.9608,1764.7291,541.83
31320.0424,1677.0238,327.20,,37906.9608,1764.7291,541.67
31330.0273,1677.1153,343.30,,37916.7727,1764.945,541.67
31340.0091,1677.2068,309.41,,NaN,NaN,NaN
31349.9909,1677.2983,445.37,,37933.5176,1765.2994,538.97
31359.9727,1677.3898,413.07,,37941.9154,1765.4771,538.97
31369.9808,1677.4813,367.75,,37941.9154,1765.4771,534.19
31380.0149,1677.5723,427.33,,37950.3133,1765.6547,534.19
31390.0227,1677.6625,297.10,,37950.3133,1765.6547,532.38
31400.0045,1677.7525,338.77,,37958.7112,1765.8324,532.38
31409.9864,1677.8425,298.85,,37958.7112,1765.8324,537.64
31419.9682,1677.9325,270.36,,37967.1091,1766.01,537.64
31429.9609,1678.0223,331.51,,NaN,NaN,NaN
31439.9950,1678.1110,421.75,,37987.7249,1766.4178,544.24
31450.0100,1678.1985,391.82,,37996.98,1766.5996,544.24
31460.0041,1678.2858,335.18,,37996.98,1766.5996,546.25
31470.0268,1678.3733,534.09,,38006.2352,1766.7814,546.25
31480.0209,1678.4605,389.26,,38006.2352,1766.7814,548.98
31490.0756,1678.5488,416.48,,38015.4903,1766.9632,548.98
31500.0792,1678.6410,490.18,,38015.4903,1766.9632,551.72
31510.0000,1678.7375,414.93,,38024.7455,1767.145,551.72
31519.9782,1678.8355,329.99,,NaN,NaN,NaN
31529.9818,1678.9338,307.45,,38049.9663,1767.593,556.32
31540.0109,1679.0323,297.45,,38060.2891,1767.7786,556.32
31550.0172,1679.1303,339.14,,38060.2891,1767.7786,555.04
31560.0077,1679.2273,265.03,,38070.4173,1767.9643,555.04
31570.0068,1679.3238,276.78,,38070.4173,1767.9643,555.01
31580.0077,1679.4203,312.89,,38080.5455,1768.15,555.01
31590.0086,1679.5168,288.41,,NaN,NaN,NaN
31600.0091,1679.6133,346.99,,38106.9274,1768.6097,546.9
31610.0082,1679.7103,276.51,,38117.8959,1768.7982,546.9
31620.0218,1679.8083,301.22,,NaN,NaN,NaN
31630.0255,1679.9065,259.20,,38124.6112,1768.9039,540.26
31640.0036,1680.0045,382.61,,38138.392,1769.1204,540.26
31649.9818,1680.1025,359.99,,38138.392,1769.1204,525.95
31659.9993,1680.2010,378.83,,38152.1727,1769.337,525.95
31670.0139,1680.3003,289.56,,NaN,NaN,NaN
31679.9750,1680.3998,311.26,,38177.8621,1769.6539,498.16
31689.9750,1680.4998,251.14,,38194.0443,1769.8517,498.16
31700.0000,1680.6000,303.54,,38194.0443,1769.8517,481.76
31710.0000,1680.7000,318.03,,38212.4001,1770.0494,481.76
31720.0132,1680.7993,328.26,,38212.4001,1770.0494,464.73
31730.0009,1680.8965,429.68,,38231.4591,1770.2472,464.73
31739.9759,1680.9928,280.14,,38231.4591,1770.2472,442.46
31749.9768,1681.0893,246.62,,38250.5182,1770.445,442.46
31759.9777,1681.1858,238.40,,NaN,NaN,NaN
31769.9600,1681.2820,225.78,,38294.1126,1770.8387,437.56
31779.9668,1681.3773,256.81,,38313.6919,1771.0145,437.56
31790.0068,1681.4713,199.58,,38313.6919,1771.0145,435.59
31800.0100,1681.5645,230.72,,38334.151,1771.1904,435.59
31809.9864,1681.6575,248.94,,38334.151,1771.1904,435.36
31819.9895,1681.7508,189.33,,38354.61,1771.3662,435.36
31829.9993,1681.8440,177.01,,38354.61,1771.3662,433.84
31839.9970,1681.9365,223.93,,38375.0691,1771.542,433.84
31850.0182,1682.0285,230.72,,NaN,NaN,NaN
31860.0273,1682.1203,173.58,,38422.2764,1771.954,446.28
31870.0091,1682.2118,209.07,,38433.7023,1772.0538,446.28
31880.0182,1682.3035,202.33,,NaN,NaN,NaN
31890.0789,1682.3960,181.43,,38446.1922,1772.1565,439.17
31900.0662,1682.4905,142.17,,38476.0688,1772.3913,439.17
31910.0000,1682.5875,180.72,,38476.0688,1772.3913,437.21
31919.9782,1682.6855,158.50,,38505.9455,1772.626,437.21
31929.9818,1682.7838,118.48,,NaN,NaN,NaN
31940.0109,1682.8823,220.48,,38560.4243,1773.0721,435.02
31950.0712,1682.9838,168.43,,38583.7699,1773.2585,435.02
31960.0603,1683.0925,137.96,,38583.7699,1773.2585,435.84
31970.0000,1683.2063,207.33,,38608.5102,1773.4449,435.84
31979.9927,1683.3208,147.39,,NaN,NaN,NaN
31990.0073,1683.4355,171.51,,38622.9974,1773.5541,434.08
32000.0295,1683.5498,107.28,,38647.4073,1773.738,434.08
32010.0227,1683.6625,79.13,,NaN,NaN,NaN
32020.0009,1683.7745,90.97,,38690.1536,1774.0734,437.58
32029.9791,1683.8865,108.00,,38714.7698,1774.2668,437.58
32039.9981,1683.9990,88.45,,38714.7698,1774.2668,430.45
32050.0044,1684.1160,116.75,,38735.8912,1774.4602,430.45
32059.9845,1684.2405,90.68,,38735.8912,1774.4602,429.86
32069.9918,1684.3685,90.81,,38756.2874,1774.6536,429.86
32079.9991,1684.4965,67.85,,38756.2874,1774.6536,430.59
32090.0251,1684.6258,83.10,,38776.6836,1774.847,430.59
32100.0278,1684.7578,70.66,,NaN,NaN,NaN
32110.0027,1684.8915,63.02,,38827.1289,1775.3254,435.05
32119.9918,1685.0255,71.94,,38851.5055,1775.578,435.05
32129.9809,1685.1595,54.89,,NaN,NaN,NaN
32139.9886,1685.2938,62.75,,38926.5153,1776.3214,435.6
32150.0150,1685.4283,76.57,,38945.8683,1776.4988,435.6
32160.0227,1685.5625,66.65,,38945.8683,1776.4988,433.05
32169.9958,1685.6960,69.47,,38967.1434,1776.6762,433.05
32179.9853,1685.8283,55.96,,38967.1434,1776.6762,429.42
